"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/18";"Nov/18";"Out/18";"Set/18";"Ago/18";"Jul/18";"Jun/18";"Mai/18";"Abr/18";"Mar/18";"Fev/18";"Jan/18";"Competência";"Data de atualização"
"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,26";"   2,25";"   2,26";"0,00";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567)";"Médico Hospitalar";"Pequeno";"207";"157";"0,00";"   0,67";"0,00";"0,00";"   0,67";"   1,99";"   2,65";"   3,96";"   2,63";"   1,97";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"VEROLIFE SAÚDE S/A (358711)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CMI - CLINICA DE MEDICINA INTEGRADA LTDA. (310239)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO (328073)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU (408093)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,81";"   1,81";"   1,81";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"207";"76";"0,00";"   2,70";"   2,69";"   2,69";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754)";"Médico Hospitalar";"Pequeno";"207";"34";"0,00";"  11,71";"  11,14";"   7,14";"   3,50";"   1,73";"   1,72";"   2,56";"   1,70";"   0,85";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (306959)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15) (304131)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS (416690)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA (408263)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   3,13";"   3,11";"   3,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU (406945)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"   1,13";"   1,12";"   2,23";"   1,11";"   1,11";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"   0,95";"   0,96";"   0,96";"   1,93";"   1,94";"   1,95";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A (416894)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,72";"   2,75";"   4,17";"   1,40";"   1,39";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SEPACO SAÚDE LTDA (407224)";"Médico Hospitalar";"Pequeno";"207";"28";"0,00";"  13,44";"  13,44";"  26,88";"  13,44";"  26,88";"  13,44";"  13,44";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS (359122)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   2,27";"   3,41";"   3,41";"   1,13";"0,00";"   1,13";"   1,13";"   1,13";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO (358169)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   1,95";"   1,95";"   3,90";"   1,96";"   5,92";"   5,96";"   5,99";"   2,01";"0,00";"201801";"16/01/2019 04:16:57"
"HOSPITAL DE PRONTOCLINICA LTDA. (341941)";"Médico Hospitalar";"Pequeno";"207";"136";"0,00";"   1,09";"   1,10";"   1,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL (416657)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA (335754)";"Médico Hospitalar";"Pequeno";"207";"112";"0,00";"   1,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,60";"   1,60";"   1,60";"0,00";"201801";"16/01/2019 04:16:57"
"SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644)";"Médico Hospitalar";"Pequeno";"207";"";"0,00";"";"  68,34";" 212,01";" 165,88";" 118,11";"  18,51";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180)";"Médico Hospitalar";"Pequeno";"207";"60";"0,00";"   3,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (353698)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,56";"   0,56";"   0,56";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL MILITAR DE ASSISTËNCIA A SAÚDE (407097)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,36";"   1,32";"   1,29";"0,00";"201801";"16/01/2019 04:16:57"
"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   3,74";"   3,72";"   3,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   2,80";"   2,81";"   2,80";"   2,80";"   2,80";"   8,40";"   5,59";"   5,59";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   0,54";"   1,08";"   1,62";"   3,24";"   2,70";"   2,69";"   0,54";"   0,54";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI  (308811)";"Médico Hospitalar";"Pequeno";"207";"62";"0,00";"   3,79";"   3,81";"   2,54";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE ITAPEVA - COOPERATIVA DE TRABALHO MÉDICO (327468)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,31";"   1,31";"   1,33";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SBC SAÚDE LTDA. (412058)";"Médico Hospitalar";"Pequeno";"207";"97";"0,00";"   1,85";"   1,85";"   1,84";"0,00";"0,00";"0,00";"0,00";"   1,83";"   1,83";"   1,83";"0,00";"201801";"16/01/2019 04:16:57"
"CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955)";"Médico Hospitalar";"Pequeno";"207";"25";"0,00";"  13,94";"   9,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391)";"Médico Hospitalar";"Pequeno";"207";"51";"0,00";"   4,86";"   4,83";"   4,79";"   4,78";"   2,39";"   2,40";"   2,41";"   2,43";"   2,43";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CEDPLAN SAÚDE LTDA EPP (418749)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ARAÇA PLANOS DE SAÚDE LTDA. (407704)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"  19,05";"  19,05";"  19,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   1,28";"   3,90";"   3,94";"   2,66";"   2,68";"   2,72";"   2,74";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"HOSPITAL S.P. LTDA. (363189)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261)";"Médico Hospitalar";"Pequeno";"207";"128";"0,00";"   1,17";"   1,18";"   1,19";"   0,60";"0,00";"0,00";"   0,61";"   0,61";"   0,61";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU (411248)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM (420093)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CENTRO CLINICO NH LTDA. (304212)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494)";"Médico Hospitalar";"Pequeno";"207";"138";"0,00";"   1,07";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,16";"   1,19";"   1,19";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"PRONTOMED NOVO HAMBURGO LTDA. (302490)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"   0,88";"   0,86";"   0,84";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,99";"   1,00";"   1,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   2,82";"   2,73";"   2,64";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ (417955)";"Médico Hospitalar";"Pequeno";"207";"87";"0,00";"   2,20";"   2,20";"   2,21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"EXTREMAMEDIC PLANOS DE SAÚDE LTDA (411868)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"PRONTOMEDICO PLANO DE ASSISTENCIA MEDICA LTDA (362182)";"Médico Hospitalar";"Pequeno";"207";"";"0,00";"";"0,00";"0,00";"0,00";"   8,61";"   8,48";"   7,94";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL (420701)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SAO PAULO TRANSPORTE S.A. (381799)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"207";"129";"0,00";"   1,16";"   0,58";"   0,58";"   0,58";"   0,59";"   0,59";"0,00";"   0,59";"   0,59";"   0,59";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC (384704)";"Médico Hospitalar";"Pequeno";"207";"86";"0,00";"   2,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ELETROSUL CENTRAIS ELÉTRICAS S/A (356891)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA (408026)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   1,87";"   1,89";"   1,91";"   0,64";"   1,29";"   1,30";"   0,65";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA (409405)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"PLADISA PLANOS DE SAÚDE LTDA (419486)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   2,99";"   3,01";"   6,06";"   3,05";"   3,08";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CENTRO MÉDICO ESTÂNCIA VELHA LTDA (403130)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES (339636)";"Médico Hospitalar";"Pequeno";"207";"148";"0,00";"   0,91";"   0,91";"   1,82";"   2,73";"   1,82";"   0,91";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920)";"Médico Hospitalar";"Pequeno";"207";"";"0,00";"";"   5,44";"   1,81";"0,00";"   0,60";"   1,19";"   1,19";"   0,60";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422)";"Médico Hospitalar";"Pequeno";"207";"168";"0,00";"   0,59";"   0,59";"   0,60";"   0,60";"   0,60";"   0,60";"   0,60";"   1,20";"   1,20";"   0,60";"0,00";"201801";"16/01/2019 04:16:57"
"RBS PARTICIPAÇÕES S/A (418862)";"Médico Hospitalar";"Pequeno";"207";"61";"0,00";"   3,79";"   3,83";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"RORAIMA ENERGIA S/A (416983)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"   2,96";"   8,84";"   8,75";"   5,79";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO  (357715)";"Médico Hospitalar";"Pequeno";"207";"122";"0,00";"   1,32";"   1,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO (402206)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"   6,08";"   6,08";"   6,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO (309524)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,98";"   2,97";"   2,98";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308)";"Médico Hospitalar";"Pequeno";"207";"107";"0,00";"   1,65";"   0,83";"   0,83";"0,00";"0,00";"   0,84";"   1,69";"   1,70";"   0,85";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   0,62";"   0,62";"   0,61";"0,00";"0,00";"   1,86";"   1,86";"   1,85";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"VIVACOM PLANOS DE SAÚDE (361461)";"Médico Hospitalar";"Pequeno";"207";"163";"0,00";"   0,63";"0,00";"0,00";"0,00";"   1,24";"   1,23";"   1,22";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"   1,57";"   1,57";"   1,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"CENTRO BARBACENENSE DE ASSISTÊNCIA MEDICA E SOCIAL (310361)";"Médico Hospitalar";"Pequeno";"207";"184";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL (420000)";"Médico Hospitalar";"Pequeno";"207";"147";"0,00";"   0,94";"   0,95";"0,00";"   0,97";"   0,98";"   0,99";"0,00";"0,00";"0,00";"0,00";"0,00";"201801";"16/01/2019 04:16:57"
