"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/19";"Nov/19";"Out/19";"Set/19";"Ago/19";"Jul/19";"Jun/19";"Mai/19";"Abr/19";"Mar/19";"Fev/19";"Jan/19";"Competência";"Data de atualização"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331)";"Médico Hospitalar";"Pequeno";"187";"121";"   1,00";"   2,05";"   3,06";"   1,01";"   1,01";"0,00";"0,00";"0,00";"   1,00";"   2,98";"   2,97";"   1,97";"201904";"13/01/2020 21:44:43"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL (420000)";"Médico Hospitalar";"Pequeno";"188";"60";"   0,98";"   5,54";"   3,76";"   3,83";"   3,89";"   2,96";"   1,97";"   0,98";"   0,98";"   1,97";"   0,99";"   2,98";"201904";"13/01/2020 21:44:43"
"UNIMED DE ITAPEVA - COOPERATIVA DE TRABALHO MÉDICO (327468)";"Médico Hospitalar";"Pequeno";"189";"197";"   0,95";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,96";"   0,96";"   0,95";"0,00";"0,00";"   0,97";"201904";"13/01/2020 21:44:43"
"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251)";"Médico Hospitalar";"Pequeno";"190";"178";"   0,94";"   0,91";"   1,84";"   1,84";"   0,92";"0,00";"0,00";"   0,94";"   0,94";"   1,88";"   0,94";"   0,94";"201904";"13/01/2020 21:44:43"
"UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951)";"Médico Hospitalar";"Pequeno";"191";"181";"   0,93";"   0,83";"   0,86";"0,00";"0,00";"0,00";"0,00";"   0,93";"   0,93";"   0,93";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975)";"Médico Hospitalar";"Pequeno";"192";"197";"   0,89";"0,00";"   1,87";"   1,87";"   2,79";"   0,93";"   0,92";"0,00";"   0,89";"   0,88";"   0,87";"   0,76";"201904";"13/01/2020 21:44:43"
"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684)";"Médico Hospitalar";"Pequeno";"193";"180";"   0,89";"   0,86";"0,00";"0,00";"0,00";"   0,87";"   0,88";"   0,88";"   0,89";"   0,88";"   0,88";"0,00";"201904";"13/01/2020 21:44:43"
"SULMED - ASSISTÊNCIA MÉDICA LTDA (338346)";"Médico Hospitalar";"Pequeno";"194";"197";"   0,88";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,88";"   0,88";"   0,88";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (417297)";"Médico Hospitalar";"Pequeno";"195";"155";"   0,86";"   1,33";"   1,33";"   1,33";"   0,67";"0,00";"0,00";"   0,85";"   0,86";"   1,71";"   1,70";"   1,69";"201904";"13/01/2020 21:44:43"
"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561)";"Médico Hospitalar";"Pequeno";"196";"182";"   0,84";"   0,78";"   0,79";"0,00";"   0,80";"   0,81";"   0,82";"   0,83";"   0,84";"   0,85";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084)";"Médico Hospitalar";"Pequeno";"197";"106";"   0,83";"   2,49";"   3,34";"   2,50";"   2,48";"   2,48";"   1,65";"   1,65";"   0,83";"   0,83";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308)";"Médico Hospitalar";"Pequeno";"198";"134";"   0,83";"   1,75";"0,00";"0,00";"0,00";"   0,86";"   1,68";"   1,66";"   0,83";"0,00";"0,00";"   0,83";"201904";"13/01/2020 21:44:43"
"FUNASA-SAÚDE - CAIXA DE ASSISTENCIA DOS EMPREGADOS DA SAELPA (370592)";"Médico Hospitalar";"Pequeno";"71";"197";"   5,81";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   5,81";"   5,86";"   5,89";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896)";"Médico Hospitalar";"Pequeno";"72";"47";"   5,67";"   7,97";"   7,33";"  10,10";"   8,24";"   8,28";"   4,18";"   6,32";"   5,67";"   5,73";"   6,49";"   5,07";"201904";"13/01/2020 21:44:43"
"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776)";"Médico Hospitalar";"Pequeno";"73";"197";"   5,53";"0,00";"0,00";"0,00";"0,00";"   1,38";"   2,77";"   6,94";"   5,53";"   5,49";"   1,36";"   1,35";"201904";"13/01/2020 21:44:43"
"FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA (418501)";"Médico Hospitalar";"Pequeno";"74";"79";"   5,45";"   3,65";"   1,82";"   1,82";"0,00";"0,00";"   1,83";"   3,65";"   5,45";"   7,22";"   5,39";"   3,59";"201904";"13/01/2020 21:44:43"
"DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL (357669)";"Médico Hospitalar";"Pequeno";"75";"197";"   5,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   5,23";"   5,23";"   5,21";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA (337561)";"Médico Hospitalar";"Pequeno";"76";"197";"   4,98";"0,00";"0,00";"0,00";"0,00";"   2,43";"   2,46";"   2,48";"   4,98";"   4,97";"   4,96";"   2,49";"201904";"13/01/2020 21:44:43"
"IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS (363685)";"Médico Hospitalar";"Pequeno";"77";"130";"   4,94";"   1,81";"0,00";"0,00";"0,00";"0,00";"   1,70";"   1,68";"   4,94";"   6,00";"   5,63";"   2,96";"201904";"13/01/2020 21:44:43"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU (411248)";"Médico Hospitalar";"Pequeno";"78";"197";"   4,90";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,94";"   4,92";"   4,90";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509)";"Médico Hospitalar";"Pequeno";"79";"25";"   4,87";"  15,59";"  18,35";"  18,19";"  18,24";"  11,22";"   5,85";"   4,63";"   4,87";"  12,02";"  26,51";"  29,65";"201904";"13/01/2020 21:44:43"
"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699)";"Médico Hospitalar";"Pequeno";"80";"132";"   4,80";"   1,77";"   1,83";"   5,70";"   7,88";"   8,21";"   6,50";"   4,59";"   4,80";"   2,46";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352)";"Médico Hospitalar";"Pequeno";"81";"92";"   4,73";"   3,11";"   3,12";"   3,13";"0,00";"   1,58";"   3,16";"   3,16";"   4,73";"   4,74";"   4,75";"   1,59";"201904";"13/01/2020 21:44:43"
"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626)";"Médico Hospitalar";"Pequeno";"82";"184";"   4,42";"   0,73";"   0,73";"   1,47";"   2,94";"   2,95";"   2,95";"   4,41";"   4,42";"   4,45";"   1,50";"   0,75";"201904";"13/01/2020 21:44:43"
"UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996)";"Médico Hospitalar";"Pequeno";"83";"61";"   4,35";"   5,27";"   5,29";"   2,12";"   5,33";"   8,54";"   8,54";"   6,46";"   4,35";"   7,69";"   6,62";"   3,31";"201904";"13/01/2020 21:44:43"
"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO (309524)";"Médico Hospitalar";"Pequeno";"84";"197";"   4,24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,24";"   4,24";"   4,22";"0,00";"201904";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE (335789)";"Médico Hospitalar";"Pequeno";"85";"197";"   3,92";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,61";"   3,92";"   3,92";"   1,30";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"AMAZÔNIA PLANOS DE SAÚDE LTDA (419052)";"Médico Hospitalar";"Pequeno";"86";"108";"   3,91";"   2,43";"   2,48";"   3,76";"   2,53";"   1,27";"0,00";"   1,30";"   3,91";"   3,93";"   2,64";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"87";"173";"   3,84";"   0,99";"   0,99";"   3,94";"   2,94";"   3,91";"   3,90";"   4,84";"   3,84";"   0,95";"   1,90";"   1,89";"201904";"13/01/2020 21:44:43"
"RBS PARTICIPAÇÕES S/A (418862)";"Médico Hospitalar";"Pequeno";"88";"197";"   3,80";"0,00";"0,00";"   3,83";"   3,82";"   3,81";"   3,80";"   3,80";"   3,80";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414)";"Médico Hospitalar";"Pequeno";"89";"125";"   3,66";"   1,85";"   2,77";"   6,45";"   4,60";"   4,59";"   0,92";"   2,75";"   3,66";"   6,40";"   4,57";"   2,74";"201904";"13/01/2020 21:44:43"
"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736)";"Médico Hospitalar";"Pequeno";"90";"197";"   3,64";"0,00";"   1,16";"   3,50";"   3,52";"   3,54";"   3,57";"   3,61";"   3,64";"   1,23";"   3,69";"   2,47";"201904";"13/01/2020 21:44:43"
"ATÍVIA SERVIÇOS DE SAÚDE S/A (320510)";"Médico Hospitalar";"Pequeno";"91";"72";"   3,55";"   4,20";"   4,86";"   4,82";"   5,49";"   6,25";"   6,32";"   4,95";"   3,55";"   1,43";"   0,71";"0,00";"201904";"13/01/2020 21:44:43"
"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942)";"Médico Hospitalar";"Pequeno";"92";"197";"   3,54";"0,00";"0,00";"   0,72";"   0,72";"   0,72";"   0,71";"   2,13";"   3,54";"   2,83";"   1,41";"0,00";"201904";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA DO SETOR ELÉTRICO - E-VIDA (418374)";"Médico Hospitalar";"Pequeno";"93";"162";"   3,48";"   1,14";"   0,57";"   1,71";"   2,28";"   2,29";"   1,73";"   2,89";"   3,48";"   4,06";"   3,49";"   2,35";"201904";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548)";"Médico Hospitalar";"Pequeno";"94";"43";"   3,47";"   8,46";"  11,27";"  11,25";"  13,32";"  14,69";"  11,17";"   7,66";"   3,47";"   3,46";"   5,51";"   9,62";"201904";"13/01/2020 21:44:43"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"95";"192";"   3,29";"   0,58";"   0,58";"   0,57";"0,00";"0,00";"   1,12";"   2,76";"   3,29";"   2,19";"   0,55";"   0,55";"201904";"13/01/2020 21:44:43"
"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA. (321087)";"Médico Hospitalar";"Pequeno";"96";"114";"   3,27";"   2,23";"   2,22";"   4,44";"   2,21";"   3,31";"   2,19";"   3,28";"   3,27";"   2,17";"   2,16";"   2,14";"201904";"13/01/2020 21:44:43"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875)";"Médico Hospitalar";"Pequeno";"97";"168";"   3,24";"   1,06";"   2,12";"   1,06";"   1,07";"   1,07";"   3,23";"   4,32";"   3,24";"   2,17";"   2,17";"   2,16";"201904";"13/01/2020 21:44:43"
"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286)";"Médico Hospitalar";"Pequeno";"98";"51";"   3,23";"   7,00";"   8,28";"   8,80";"   5,99";"   5,25";"   3,91";"   3,24";"   3,23";"   4,50";"   4,51";"   3,87";"201904";"13/01/2020 21:44:43"
"GS PLANO GLOBAL DE SAÚDE LTDA (413160)";"Médico Hospitalar";"Pequeno";"99";"88";"   3,16";"   3,30";"   2,46";"   3,26";"   3,23";"   3,21";"   0,80";"   3,97";"   3,16";"   4,69";"   2,32";"   3,05";"201904";"13/01/2020 21:44:43"
"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901)";"Médico Hospitalar";"Pequeno";"100";"197";"   3,15";"0,00";"0,00";"0,00";"0,00";"   1,60";"   1,59";"   3,17";"   3,15";"   3,15";"   3,15";"   3,14";"201904";"13/01/2020 21:44:43"
"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO (342386)";"Médico Hospitalar";"Pequeno";"101";"93";"   3,04";"   2,99";"   4,47";"   3,03";"   1,52";"0,00";"0,00";"   1,51";"   3,04";"   3,04";"   1,52";"0,00";"201904";"13/01/2020 21:44:43"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"102";"197";"   3,03";"0,00";"0,00";"0,00";"0,00";"   3,06";"   6,09";"   6,07";"   3,03";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741)";"Médico Hospitalar";"Pequeno";"103";"197";"   3,03";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,00";"   3,01";"   3,03";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA (308005)";"Médico Hospitalar";"Pequeno";"104";"197";"   3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,01";"   3,00";"   3,00";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271)";"Médico Hospitalar";"Pequeno";"105";"20";"   2,93";"  23,76";"  20,12";"  32,00";"  31,27";"  26,56";"  12,00";"   2,97";"   2,93";"   8,73";"  14,70";"  18,07";"201904";"13/01/2020 21:44:43"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"106";"124";"   2,91";"   1,95";"   3,90";"   1,95";"   1,95";"0,00";"0,00";"   0,97";"   2,91";"   2,90";"   1,93";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124)";"Médico Hospitalar";"Pequeno";"107";"177";"   2,88";"   0,93";"   1,86";"   1,87";"   2,82";"   1,88";"   3,76";"   2,85";"   2,88";"   2,91";"   2,91";"   2,92";"201904";"13/01/2020 21:44:43"
"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648)";"Médico Hospitalar";"Pequeno";"108";"197";"   2,74";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,92";"   1,82";"   2,74";"   1,82";"   0,91";"0,00";"201904";"13/01/2020 21:44:43"
"TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252)";"Médico Hospitalar";"Pequeno";"109";"100";"   2,64";"   2,70";"   2,69";"   4,47";"   4,45";"   7,99";"   6,19";"   6,19";"   2,64";"   1,76";"   0,88";"   0,87";"201904";"13/01/2020 21:44:43"
"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO (325082)";"Médico Hospitalar";"Pequeno";"110";"154";"   2,63";"   1,33";"0,00";"0,00";"0,00";"   1,32";"   1,31";"   1,31";"   2,63";"   2,64";"   3,96";"   1,31";"201904";"13/01/2020 21:44:43"
"MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015)";"Médico Hospitalar";"Pequeno";"111";"103";"   2,60";"   2,58";"   5,21";"  10,49";"  10,58";"   5,30";"0,00";"   2,61";"   2,60";"   7,68";"   5,13";"   7,69";"201904";"13/01/2020 21:44:43"
"A.P.S ASSISTÊNCIA PERSONALIZADA À SAÚDE LTDA (406708)";"Médico Hospitalar";"Pequeno";"112";"71";"   2,56";"   4,34";"   5,20";"   3,47";"   2,60";"   3,45";"   4,29";"   3,42";"   2,56";"   1,70";"   0,85";"   0,85";"201904";"13/01/2020 21:44:43"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"113";"128";"   2,55";"   1,83";"   1,22";"   1,84";"   2,47";"   1,87";"   1,89";"   1,27";"   2,55";"   1,27";"   1,26";"   0,63";"201904";"13/01/2020 21:44:43"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Pequeno";"114";"145";"   2,51";"   1,54";"   0,51";"   0,51";"   2,58";"   3,07";"   3,06";"   1,51";"   2,51";"   2,00";"   1,50";"   0,50";"201904";"13/01/2020 21:44:43"
"UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO (324159)";"Médico Hospitalar";"Pequeno";"115";"170";"   2,50";"   1,02";"   1,52";"   3,03";"   2,02";"   1,51";"0,00";"   2,51";"   2,50";"   2,51";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"VIVACOM PLANOS DE SAÚDE (361461)";"Médico Hospitalar";"Pequeno";"116";"127";"   2,47";"   1,85";"   1,23";"   1,85";"   0,62";"   1,24";"   1,85";"   1,85";"   2,47";"   1,23";"   1,85";"   1,23";"201904";"13/01/2020 21:44:43"
"FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL (378216)";"Médico Hospitalar";"Pequeno";"117";"63";"   2,43";"   5,05";"   3,76";"   4,98";"   1,24";"   1,23";"   1,23";"   1,22";"   2,43";"   1,21";"   1,20";"0,00";"201904";"13/01/2020 21:44:43"
"PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391)";"Médico Hospitalar";"Pequeno";"118";"197";"   2,42";"0,00";"0,00";"0,00";"   2,40";"   2,40";"   4,80";"   2,41";"   2,42";"0,00";"0,00";"   2,43";"201904";"13/01/2020 21:44:43"
"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346)";"Médico Hospitalar";"Pequeno";"119";"144";"   2,38";"   1,56";"   1,56";"   0,78";"   1,57";"   1,57";"   1,58";"   1,58";"   2,38";"   1,59";"   2,38";"   3,17";"201904";"13/01/2020 21:44:43"
"SAO PAULO TRANSPORTE S.A. (381799)";"Médico Hospitalar";"Pequeno";"120";"197";"   2,29";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,27";"   2,28";"   2,29";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"PLANO SAÚDE SÃO FRANCISCO LTDA. (358053)";"Médico Hospitalar";"Pequeno";"121";"58";"   2,27";"   5,72";"   5,53";"   2,71";"   5,37";"   7,69";"   7,28";"   4,58";"   2,27";"0,00";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (353027)";"Médico Hospitalar";"Pequeno";"122";"109";"   2,23";"   2,35";"   2,35";"   2,93";"   1,74";"   1,71";"   1,68";"   1,68";"   2,23";"   1,66";"   0,55";"0,00";"201904";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC (412295)";"Médico Hospitalar";"Pequeno";"123";"197";"   2,19";"0,00";"0,00";"0,00";"   2,22";"   2,21";"   4,41";"   2,20";"   2,19";"0,00";"   2,18";"   2,17";"201904";"13/01/2020 21:44:43"
"UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO (358169)";"Médico Hospitalar";"Pequeno";"124";"113";"   2,15";"   2,28";"   2,27";"   2,24";"0,00";"0,00";"0,00";"0,00";"   2,15";"   4,28";"   4,24";"   2,08";"201904";"13/01/2020 21:44:43"
"LIFEDAY PLANOS DE SAÚDE LTDA. (309699)";"Médico Hospitalar";"Pequeno";"125";"13";"   2,14";"  10,60";"   8,96";"   8,96";"   8,59";"   6,15";"   1,52";"   1,73";"   2,14";"   3,65";"   3,54";"   3,84";"201904";"13/01/2020 21:44:43"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"126";"120";"   2,12";"   2,05";"   1,54";"   1,03";"   2,07";"   2,08";"   2,62";"   1,58";"   2,12";"   1,60";"   1,07";"   0,54";"201904";"13/01/2020 21:44:43"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Pequeno";"127";"137";"   2,12";"   1,67";"   1,67";"   1,11";"   0,56";"   1,11";"   1,66";"   2,21";"   2,12";"   2,03";"   1,47";"   1,00";"201904";"13/01/2020 21:44:43"
"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004)";"Médico Hospitalar";"Pequeno";"128";"38";"   2,08";"  10,39";"   8,31";"   4,16";"   2,08";"   2,09";"   4,17";"   2,08";"   2,08";"   2,08";"   2,07";"   2,07";"201904";"13/01/2020 21:44:43"
"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO (362573)";"Médico Hospitalar";"Pequeno";"129";"122";"   1,99";"   2,03";"   1,01";"   1,01";"   1,00";"   2,00";"   3,00";"   2,00";"   1,99";"   1,00";"   0,99";"0,00";"201904";"13/01/2020 21:44:43"
"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897)";"Médico Hospitalar";"Pequeno";"130";"87";"   1,98";"   3,41";"   2,72";"   2,03";"   0,67";"   2,68";"   2,67";"   4,64";"   1,98";"   1,98";"   1,98";"   1,97";"201904";"13/01/2020 21:44:43"
"UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279)";"Médico Hospitalar";"Pequeno";"131";"197";"   1,98";"0,00";"0,00";"   0,66";"   0,66";"   0,67";"0,00";"   2,01";"   1,98";"   1,98";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"PLASAC PLANO DE SAÚDE LTDA (306444)";"Médico Hospitalar";"Pequeno";"132";"66";"   1,98";"   4,71";"   2,21";"   1,04";"0,00";"0,00";"0,00";"   0,99";"   1,98";"   1,99";"   1,99";"   1,00";"201904";"13/01/2020 21:44:43"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"133";"197";"   1,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,95";"   1,95";"   1,96";"0,00";"0,00";"201904";"13/01/2020 21:44:43"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"134";"197";"   1,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,94";"   3,86";"   3,86";"   1,94";"201904";"13/01/2020 21:44:43"
"AMENO ASSISTÊNCIA MÉDICA LTDA. (409464)";"Médico Hospitalar";"Pequeno";"7";"7";"  87,71";" 167,57";" 209,16";" 249,17";" 217,31";" 221,87";" 169,65";" 117,75";"  87,71";"  64,53";"  63,53";"  67,79";"201904";"13/01/2020 21:44:43"
"SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192)";"Médico Hospitalar";"Pequeno";"8";"";"  86,04";"";"";"";"";"";"";"  52,95";"  86,04";"   7,86";"   4,74";"   5,20";"201904";"13/01/2020 21:44:43"
"ECO SAÚDE PLANO EMPRESARIAL LTDA - EPP (420069)";"Médico Hospitalar";"Pequeno";"9";"197";"  79,11";"0,00";"0,00";"0,00";"  24,15";"  24,09";"  48,00";"  73,63";"  79,11";"  67,35";"  31,48";"  12,57";"201904";"13/01/2020 21:44:43"
"E.X.M BRASIL SAÚDE LTDA (416282)";"Médico Hospitalar";"Pequeno";"10";"5";"  76,38";" 209,65";" 177,90";"  95,30";"  71,16";"  67,91";"  59,00";"  65,77";"  76,38";"  83,48";"  75,95";"  70,51";"201904";"13/01/2020 21:44:43"
"PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408)";"Médico Hospitalar";"Pequeno";"11";"8";"  65,30";" 138,49";"  94,94";"  33,61";"  49,25";"  50,82";"  70,18";"  67,48";"  65,30";"  69,41";"  65,48";"  56,88";"201904";"13/01/2020 21:44:43"
"VIDA CARD S.A (418935)";"Médico Hospitalar";"Pequeno";"12";"";"  57,01";"";"";"";"";"";" 295,15";" 138,00";"  57,01";"  57,68";"  65,92";"  52,50";"201904";"13/01/2020 21:44:43"
"INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841)";"Médico Hospitalar";"Pequeno";"13";"14";"  53,22";"  51,90";" 105,57";" 199,52";" 267,54";" 206,90";" 117,52";"  51,52";"  53,22";"  55,69";"  75,90";"  73,17";"201904";"13/01/2020 21:44:43"
"ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478)";"Médico Hospitalar";"Pequeno";"14";"21";"  50,76";"  20,66";"  21,21";"  35,20";"  43,09";"  65,75";"  65,50";"  71,21";"  50,76";"  40,68";"  35,17";"  26,98";"201904";"13/01/2020 21:44:43"
"HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401)";"Médico Hospitalar";"Pequeno";"15";"";"  48,58";"";"";"  33,71";"  16,59";"   8,20";"0,00";"  16,25";"  48,58";"  48,22";"  31,81";"0,00";"201904";"13/01/2020 21:44:43"
"LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592)";"Médico Hospitalar";"Pequeno";"16";"19";"  47,25";"  27,34";"  24,51";"  12,23";"  12,38";"  12,55";"  25,80";"  45,98";"  47,25";"  21,60";"  18,51";"  78,71";"201904";"13/01/2020 21:44:43"
"UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138)";"Médico Hospitalar";"Pequeno";"17";"17";"  36,01";"  35,46";"0,00";"0,00";"0,00";"0,00";"0,00";"  36,01";"  36,01";"  72,03";"  35,89";"  35,63";"201904";"13/01/2020 21:44:43"
"HOSPITAL BOM SAMARITANO S/S LTDA (419362)";"Médico Hospitalar";"Pequeno";"18";"12";"  35,56";"  67,09";"  76,39";"  57,94";"  40,53";"  46,78";"  38,68";"  45,23";"  35,56";"  37,22";"  29,65";"  36,34";"201904";"13/01/2020 21:44:43"
"COOPUS PLANOS DE SAÚDE LTDA (419168)";"Médico Hospitalar";"Pequeno";"19";"24";"  31,30";"  17,87";"  16,08";"  16,16";"  14,81";"  13,98";"  24,16";"  29,68";"  31,30";"  28,93";"  24,34";"  30,09";"201904";"13/01/2020 21:44:43"
