"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/17";"Nov/17";"Out/17";"Set/17";"Ago/17";"Jul/17";"Jun/17";"Mai/17";"Abr/17";"Mar/17";"Fev/17";"Jan/17";"Competência";"Data de atualização"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"101";"217";"   1,31";"   0,22";"   0,22";"0,00";"   0,22";"   0,44";"   0,44";"   0,22";"   0,22";"   0,44";"   1,31";"   1,31";"201702";"05/02/2018 11:09:22"
"PLANO HOSPITAL SAMARITANO LTDA (411256)";"Médico Hospitalar";"Médio";"102";"100";"   1,28";"   1,81";"   1,73";"   1,95";"   2,34";"   1,88";"   1,89";"   1,42";"   1,43";"   0,80";"   1,28";"   1,61";"201702";"05/02/2018 11:09:22"
"FUNDAÇÃO CESP (315478)";"Médico Hospitalar";"Médio";"103";"69";"   1,28";"   2,55";"   2,42";"   2,03";"   2,29";"   2,93";"   2,93";"   2,56";"   1,66";"   1,28";"   1,28";"   1,66";"201702";"05/02/2018 11:09:22"
"UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082)";"Médico Hospitalar";"Médio";"136";"79";"   0,92";"   2,30";"   1,84";"   3,20";"   2,74";"   2,74";"   1,84";"   1,85";"   1,62";"   1,16";"   0,92";"   0,46";"201702";"05/02/2018 11:09:22"
"AMHPLA COOPERATIVA DE ASSISTENCIA MEDICA (333221)";"Médico Hospitalar";"Médio";"137";"";"   0,91";"";"";"";"";"   3,70";"   1,39";"   1,23";"   1,54";"   1,53";"   0,91";"0,00";"201702";"05/02/2018 11:09:22"
"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417)";"Médico Hospitalar";"Médio";"138";"221";"   0,89";"   0,15";"   0,46";"   1,07";"   1,37";"   1,36";"   1,21";"   1,20";"   1,35";"   1,04";"   0,89";"   0,59";"201702";"05/02/2018 11:09:22"
"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO (349534)";"Médico Hospitalar";"Médio";"139";"194";"   0,87";"   0,43";"   0,43";"   0,87";"   0,65";"   0,44";"   0,22";"   0,44";"   0,88";"   1,10";"   0,87";"   0,43";"201702";"05/02/2018 11:09:22"
"POLICLIN SAÚDE S/A. (415693)";"Médico Hospitalar";"Médio";"140";"166";"   0,86";"   0,69";"   2,34";"   2,33";"   2,55";"   1,15";"   0,91";"   1,12";"   0,88";"   1,09";"   0,86";"   1,29";"201702";"05/02/2018 11:09:22"
"RN METROPOLITAN LTDA (414131)";"Médico Hospitalar";"Médio";"141";"82";"   0,86";"   2,25";"   1,90";"   1,07";"   0,99";"   1,00";"   0,84";"   0,67";"   0,51";"   0,69";"   0,86";"   0,86";"201702";"05/02/2018 11:09:22"
"PRIMAVERA SAÚDE LTDA. (419800)";"Odontológica";"Pequeno";"14";"";"0,00";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO (407241)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,00";"   4,00";"   4,01";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA (419729)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,05";"201702";"05/02/2018 11:09:22"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,86";"201702";"05/02/2018 11:09:22"
"UNIVERSAL PLANO ODONTOLOGICO LTDA (413348)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"INTERDENTAL ODONTOLOGIA INTEGRADA LTDA. (312525)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA. (352501)";"Médico Hospitalar";"Grande";"66";"57";"   0,83";"   1,32";"   1,14";"   1,21";"   1,40";"   1,51";"   1,26";"   1,14";"   0,95";"   1,05";"   0,83";"   1,03";"201702";"05/02/2018 11:09:22"
"FUNDAÇÃO SÃO FRANCISCO XAVIER (339954)";"Médico Hospitalar";"Grande";"67";"56";"   0,81";"   1,40";"   1,61";"   1,46";"   1,06";"   0,71";"   0,76";"   0,66";"   0,91";"   0,66";"   0,81";"   0,86";"201702";"05/02/2018 11:09:22"
"PORTO SEGURO - SEGURO SAÚDE S/A (000582)";"Médico Hospitalar";"Grande";"68";"54";"   0,80";"   1,56";"   1,71";"   1,45";"   1,31";"   1,27";"   1,23";"   1,20";"   0,95";"   1,00";"   0,80";"   0,81";"201702";"05/02/2018 11:09:22"
"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886)";"Médico Hospitalar";"Grande";"69";"47";"   0,78";"   2,23";"   2,48";"   2,38";"   1,53";"   1,28";"   1,37";"   1,96";"   1,71";"   1,38";"   0,78";"   0,87";"201702";"05/02/2018 11:09:22"
"UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (348406)";"Médico Hospitalar";"Médio";"16";"17";"   6,09";"   7,52";"   7,12";"   7,58";"   7,65";"   6,86";"   7,99";"   6,51";"   5,66";"   4,57";"   6,09";"   5,66";"201702";"05/02/2018 11:09:22"
"FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA (346926)";"Médico Hospitalar";"Médio";"17";"28";"   5,93";"   5,80";"   5,08";"   5,34";"   6,68";"   6,21";"   6,10";"   5,63";"   5,87";"   6,20";"   5,93";"   6,02";"201702";"05/02/2018 11:09:22"
"UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO (352683)";"Médico Hospitalar";"Médio";"18";"31";"   5,41";"   5,27";"   5,29";"   5,50";"   4,66";"   5,30";"   6,81";"   7,05";"   6,01";"   3,45";"   5,41";"   6,30";"201702";"05/02/2018 11:09:22"
"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO (337668)";"Médico Hospitalar";"Médio";"19";"12";"   5,33";"   8,56";"   9,02";"   8,25";"   8,00";"   7,37";"   6,14";"   6,12";"   5,99";"   6,33";"   5,33";"   5,05";"201702";"05/02/2018 11:09:22"
"ALLIANZ SAÚDE S/A (000515)";"Médico Hospitalar";"Médio";"20";"15";"   5,28";"   7,64";"   6,65";"   5,03";"   4,97";"   5,47";"   6,50";"   6,64";"   6,26";"   5,55";"   5,28";"   5,57";"201702";"05/02/2018 11:09:22"
"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA. (395480)";"Médico Hospitalar";"Médio";"21";"39";"   5,22";"   4,50";"   5,69";"   5,91";"   6,53";"   5,97";"   4,80";"   6,01";"   5,62";"   5,81";"   5,22";"   5,63";"201702";"05/02/2018 11:09:22"
"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA (313971)";"Médico Hospitalar";"Médio";"22";"19";"   5,19";"   7,09";"   5,73";"   4,93";"   4,68";"   6,02";"   6,07";"   5,54";"   4,25";"   5,10";"   5,19";"   6,62";"201702";"05/02/2018 11:09:22"
"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463)";"Médico Hospitalar";"Médio";"23";"35";"   5,11";"   5,00";"   6,31";"   6,36";"   7,12";"   8,92";"   8,35";"   8,75";"   4,75";"   5,80";"   5,11";"   7,12";"201702";"05/02/2018 11:09:22"
"UNIHOSP SERVIÇOS DE SAÚDE EIRELI (412538)";"Médico Hospitalar";"Médio";"24";"20";"   4,99";"   6,54";"   4,85";"   6,00";"   5,86";"   7,00";"   5,93";"   6,17";"   4,55";"   6,09";"   4,99";"   5,97";"201702";"05/02/2018 11:09:22"
"BIO SAÚDE SERVIÇOS MÉDICOS LTDA (402966)";"Médico Hospitalar";"Médio";"25";"29";"   4,98";"   5,50";"   4,95";"   5,85";"   4,32";"   4,31";"   3,59";"   3,49";"   3,32";"   3,81";"   4,98";"   7,16";"201702";"05/02/2018 11:09:22"
"PLENA SAÚDE LTDA (348830)";"Médico Hospitalar";"Médio";"26";"49";"   4,86";"   3,74";"   4,29";"   3,68";"   3,08";"   1,66";"   3,36";"   3,61";"   5,54";"   4,68";"   4,86";"   4,41";"201702";"05/02/2018 11:09:22"
"REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (331317)";"Médico Hospitalar";"Médio";"27";"52";"   4,74";"   3,44";"   2,60";"   2,42";"   2,72";"   4,16";"   4,62";"   5,56";"   4,44";"   5,22";"   4,74";"   6,16";"201702";"05/02/2018 11:09:22"
"UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO (340952)";"Médico Hospitalar";"Médio";"28";"47";"   4,55";"   3,83";"   3,02";"   3,36";"   3,03";"   3,87";"   4,37";"   4,88";"   5,21";"   4,72";"   4,55";"   3,88";"201702";"05/02/2018 11:09:22"
"FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL - SABESPREV (336165)";"Médico Hospitalar";"Médio";"29";"21";"   4,42";"   6,53";"   5,11";"   3,69";"   3,67";"   3,64";"   2,04";"   2,47";"   3,12";"   4,88";"   4,42";"   4,19";"201702";"05/02/2018 11:09:22"
"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA EIRELI (418170)";"Médico Hospitalar";"Médio";"30";"32";"   4,17";"   5,21";"   6,81";"   8,36";"   7,71";"   8,05";"   5,19";"   8,12";"   6,01";"   7,09";"   4,17";"   5,28";"201702";"05/02/2018 11:09:22"
"PROMED ASSISTÊNCIA MÉDICA LTDA (410632)";"Médico Hospitalar";"Médio";"31";"53";"   4,16";"   3,42";"   3,63";"   3,02";"   2,43";"   2,45";"   1,86";"   1,88";"   2,12";"   3,02";"   4,16";"   3,99";"201702";"05/02/2018 11:09:22"
"CENTRO TRASMONTANO DE SAO PAULO (303623)";"Médico Hospitalar";"Médio";"32";"38";"   4,15";"   4,75";"   4,83";"   5,02";"   5,45";"   6,19";"   6,92";"   5,81";"   4,61";"   3,75";"   4,15";"   5,61";"201702";"05/02/2018 11:09:22"
"SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192)";"Médico Hospitalar";"Médio";"33";"25";"   4,13";"   6,08";"   5,80";"   7,07";"   7,12";"   6,21";"   4,76";"   3,67";"   4,06";"   3,79";"   4,13";"   3,73";"201702";"05/02/2018 11:09:22"
"MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537)";"Médico Hospitalar";"Médio";"34";"26";"   4,06";"   5,92";"   4,95";"   4,73";"   3,08";"   3,80";"   3,57";"   3,34";"   2,88";"   4,07";"   4,06";"   7,36";"201702";"05/02/2018 11:09:22"
"HBC SAÚDE LTDA. (414352)";"Médico Hospitalar";"Médio";"35";"68";"   3,89";"   2,58";"   1,88";"   1,93";"   0,79";"   2,45";"   3,37";"   4,36";"   2,73";"   4,24";"   3,89";"   5,92";"201702";"05/02/2018 11:09:22"
"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861)";"Médico Hospitalar";"Médio";"36";"46";"   3,74";"   3,96";"   4,98";"   4,45";"   3,07";"   2,21";"   3,05";"   3,38";"   2,63";"   3,04";"   3,74";"   4,95";"201702";"05/02/2018 11:09:22"
"GOOD LIFE SAUDE LTDA (305995)";"Médico Hospitalar";"Médio";"37";"7";"   3,72";"   9,69";"   9,14";"   5,44";"   4,59";"   4,68";"   4,13";"   2,84";"   2,92";"   3,33";"   3,72";"   3,37";"201702";"05/02/2018 11:09:22"
"UNIMED DO ABC - COOPERATIVA DE TRABALHO MÉDICO (345270)";"Médico Hospitalar";"Médio";"38";"";"   3,50";"";"";"";"";"";"";"  20,55";"   7,66";"   5,46";"   3,50";"   2,30";"201702";"05/02/2018 11:09:22"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (324213)";"Médico Hospitalar";"Grande";"1";"1";"  17,85";"  44,77";"  42,61";"  38,92";"  31,82";"  30,05";"  22,99";"  18,32";"  14,92";"  14,77";"  17,85";"  18,19";"201702";"05/02/2018 11:09:22"
"CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477)";"Médico Hospitalar";"Grande";"2";"8";"  13,53";"   9,59";"  11,05";"  11,75";"  13,04";"  14,36";"  12,72";"  11,40";"   8,98";"  11,38";"  13,53";"  17,26";"201702";"05/02/2018 11:09:22"
"GEAP AUTOGESTÃO EM SAÚDE (323080)";"Médico Hospitalar";"Grande";"3";"4";"  11,86";"   9,18";"  10,49";"  10,30";"  10,41";"  10,31";"   9,68";"  10,40";"  10,02";"  11,20";"  11,86";"  13,74";"201702";"05/02/2018 11:09:22"
"UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO (393321)";"Médico Hospitalar";"Grande";"4";"2";"  11,00";"   9,78";"  10,98";"  11,71";"  12,09";"  11,51";"  11,12";"  11,38";"  10,74";"  10,79";"  11,00";"  13,65";"201702";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659)";"Médico Hospitalar";"Grande";"5";"6";"   6,48";"   7,16";"   7,02";"   7,10";"   7,58";"   7,50";"   7,01";"   6,69";"   6,17";"   6,72";"   6,48";"   7,27";"201702";"05/02/2018 11:09:22"
"PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147)";"Médico Hospitalar";"Grande";"6";"7";"   5,58";"   6,99";"   6,41";"   4,76";"   5,44";"   5,62";"   5,91";"   6,23";"   6,48";"   6,82";"   5,58";"   5,91";"201702";"05/02/2018 11:09:22"
"PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871)";"Médico Hospitalar";"Grande";"7";"13";"   5,02";"   5,75";"   6,49";"   6,42";"   6,24";"   6,44";"   6,31";"   6,07";"   5,31";"   5,18";"   5,02";"   5,00";"201702";"05/02/2018 11:09:22"
"SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097)";"Médico Hospitalar";"Grande";"8";"32";"   4,62";"   3,35";"   3,30";"   3,32";"   3,65";"   4,31";"   4,96";"   5,72";"   5,74";"   5,96";"   4,62";"   3,80";"201702";"05/02/2018 11:09:22"
"AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA (394734)";"Médico Hospitalar";"Grande";"9";"24";"   4,59";"   4,03";"   3,57";"   3,35";"   4,26";"   5,27";"   5,23";"   5,76";"   6,31";"   5,84";"   4,59";"   4,36";"201702";"05/02/2018 11:09:22"
"SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246)";"Médico Hospitalar";"Grande";"10";"14";"   4,58";"   5,65";"   6,27";"   6,44";"   6,29";"   5,87";"   5,15";"   5,22";"   4,76";"   5,10";"   4,58";"   4,72";"201702";"05/02/2018 11:09:22"
"VISION MED ASSISTÊNCIA MÉDICA LTDA (403911)";"Médico Hospitalar";"Grande";"11";"9";"   4,57";"   6,28";"   6,67";"   6,70";"   6,60";"   6,28";"   5,91";"   6,46";"   5,64";"   5,53";"   4,57";"   4,96";"201702";"05/02/2018 11:09:22"
"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS (319996)";"Médico Hospitalar";"Grande";"12";"5";"   4,33";"   7,28";"   8,75";"   8,86";"   8,15";"   6,45";"   5,02";"   4,98";"   4,40";"   4,80";"   4,33";"   4,98";"201702";"05/02/2018 11:09:22"
"PROMED ASSISTENCIA MEDICA LTDA (348805)";"Médico Hospitalar";"Grande";"13";"21";"   4,31";"   4,32";"   4,73";"   5,58";"   5,59";"   5,39";"   4,67";"   5,20";"   4,81";"   4,73";"   4,31";"   4,40";"201702";"05/02/2018 11:09:22"
"BRADESCO SAÚDE S.A. (005711)";"Médico Hospitalar";"Grande";"14";"10";"   4,15";"   6,12";"   6,65";"   6,37";"   5,96";"   5,39";"   4,79";"   4,85";"   4,19";"   4,44";"   4,15";"   4,66";"201702";"05/02/2018 11:09:22"
"SOMPO SAÚDE SEGUROS S.A. (000477)";"Médico Hospitalar";"Grande";"15";"19";"   4,14";"   4,51";"   4,31";"   4,27";"   4,66";"   5,03";"   4,77";"   5,21";"   5,12";"   4,41";"   4,14";"   4,02";"201702";"05/02/2018 11:09:22"
"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO (357391)";"Médico Hospitalar";"Grande";"16";"39";"   4,11";"   2,82";"   3,74";"   4,69";"   5,95";"   6,87";"   7,57";"   7,74";"   5,90";"   4,97";"   4,11";"   4,86";"201702";"05/02/2018 11:09:22"
"POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133)";"Médico Hospitalar";"Grande";"17";"8";"   4,04";"   6,86";"   7,83";"   7,04";"   6,37";"   5,15";"   4,96";"   5,20";"   4,69";"   4,12";"   4,04";"   4,32";"201702";"05/02/2018 11:09:22"
"GREEN LINE SISTEMA DE SAÚDE S.A (325074)";"Médico Hospitalar";"Grande";"18";"16";"   4,03";"   4,90";"   4,79";"   4,27";"   3,84";"   3,65";"   3,93";"   4,34";"   4,65";"   4,55";"   4,03";"   4,19";"201702";"05/02/2018 11:09:22"
"BIOVIDA SAÚDE LTDA. (415111)";"Médico Hospitalar";"Grande";"19";"12";"   4,01";"   5,79";"   5,41";"   5,57";"   5,83";"   6,13";"   5,90";"   5,91";"   5,60";"   4,80";"   4,01";"   4,54";"201702";"05/02/2018 11:09:22"
"NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017)";"Médico Hospitalar";"Grande";"20";"29";"   3,68";"   3,71";"   3,67";"   3,56";"   3,73";"   3,81";"   3,73";"   4,00";"   3,88";"   4,01";"   3,68";"   3,90";"201702";"05/02/2018 11:09:22"
"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A. (326305)";"Médico Hospitalar";"Grande";"21";"17";"   3,54";"   4,90";"   5,40";"   5,36";"   5,41";"   5,11";"   4,63";"   4,60";"   4,03";"   4,04";"   3,54";"   3,69";"201702";"05/02/2018 11:09:22"
"PROMED BRASIL ASSISTÊNCIA MÉDICA LTDA. (346471)";"Médico Hospitalar";"Médio";"60";"44";"   2,43";"   4,05";"   2,05";"   1,54";"   1,03";"   2,06";"   1,54";"   2,05";"   2,02";"   2,98";"   2,43";"   2,40";"201702";"05/02/2018 11:09:22"
"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA (337374)";"Médico Hospitalar";"Médio";"61";"59";"   2,39";"   3,01";"   3,31";"   2,40";"   1,49";"   1,49";"   3,59";"   4,51";"   4,83";"   3,61";"   2,39";"   1,49";"201702";"05/02/2018 11:09:22"
"UNIÃO SAÚDE LTDA. (314609)";"Médico Hospitalar";"Médio";"62";"58";"   2,38";"   5,81";"   2,08";"   2,20";"   1,80";"   2,32";"   1,87";"   2,52";"   2,44";"   2,74";"   2,38";"   1,68";"201702";"05/02/2018 11:09:22"
"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474)";"Médico Hospitalar";"Médio";"63";"51";"   2,33";"   3,45";"   2,69";"   1,15";"   1,92";"   4,63";"   5,02";"   3,87";"   1,55";"   1,16";"   2,33";"   2,72";"201702";"05/02/2018 11:09:22"
"UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE (302953)";"Médico Hospitalar";"Médio";"64";"95";"   2,16";"   1,91";"   1,90";"   2,39";"   2,88";"   2,88";"   2,14";"   2,09";"   1,88";"   2,32";"   2,16";"   1,80";"201702";"05/02/2018 11:09:22"
"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051)";"Médico Hospitalar";"Médio";"39";"61";"   3,44";"   2,90";"   3,67";"   3,46";"   5,26";"   7,09";"   7,68";"   6,21";"   3,92";"   2,90";"   3,44";"   3,20";"201702";"05/02/2018 11:09:22"
"ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA (365297)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UP ASSISTÊNCIA ODONTOLÓGICA S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL (416487)";"Odontológica";"Pequeno";"14";"";"0,00";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME (420212)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ (369616)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"METODONT - ASSISTÊNCIA ODONTOLOGICA LTDA (300365)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA (405931)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA (401463)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"JTC ODONTOLOGIA LTDA. (418722)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA (381144)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"PREV-SYSTEM EIRELI EPP (401609)";"Odontológica";"Pequeno";"14";"7";"0,00";"   2,08";"   1,75";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA. (311693)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ODONTOLÓGICA SERVIÇOS DE SAÚDE ORAL LTDA (416614)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"   0,95";"   1,08";"   1,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ODONTOREAL LTDA. (412040)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"ODONTO QUALIT SERVIÇOS ODONTOLÓGICOS LTDA (416347)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"   3,38";"   3,32";"   3,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"INVEST ORAL PLANO ODONTOLÓGICO LTDA. (416240)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"   5,67";"   4,86";"   4,61";"0,00";"   4,43";"   4,35";"   4,24";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
"COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE (359459)";"Odontológica";"Pequeno";"14";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201702";"05/02/2018 11:09:22"
