"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/16";"Nov/16";"Out/16";"Set/16";"Ago/16";"Jul/16";"Jun/16";"Mai/16";"Abr/16";"Mar/16";"Fev/16";"Jan/16";"Competência";"Data de atualização"
"COOPERATIVA DE TRABALHO MÉDICO DE SÃO LUÍS LTDA. - UNIMED DE SÃO LUÍS (338559)";"Médico Hospitalar";"Médio";"222";"227";"   0,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,23";"   0,23";"   0,23";"201601";"22/01/2017 02:12:03"
"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO (344729)";"Médico Hospitalar";"Médio";"223";"183";"   0,22";"   0,49";"   0,24";"   0,24";"   0,49";"   0,24";"   0,47";"   0,69";"   0,92";"   0,68";"   0,45";"   0,22";"201601";"22/01/2017 02:12:03"
"UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO (301574)";"Médico Hospitalar";"Médio";"224";"220";"   0,21";"   0,22";"   0,22";"   1,10";"   1,10";"   1,10";"   0,43";"   0,86";"   0,86";"   0,64";"0,00";"   0,21";"201601";"22/01/2017 02:12:03"
"UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE (354295)";"Médico Hospitalar";"Médio";"225";"227";"   0,21";"0,00";"0,00";"0,00";"   0,21";"   0,62";"   0,62";"   0,42";"0,00";"0,00";"   0,21";"   0,21";"201601";"22/01/2017 02:12:03"
"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO (349712)";"Médico Hospitalar";"Médio";"226";"206";"   0,18";"   0,34";"   0,17";"   0,17";"   0,51";"   0,51";"   0,51";"   0,34";"   0,68";"   0,69";"   0,52";"   0,18";"201601";"22/01/2017 02:12:03"
"FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285)";"Médico Hospitalar";"Médio";"227";"227";"   0,17";"0,00";"0,00";"0,00";"0,00";"   0,19";"   0,19";"   0,18";"   0,18";"   0,17";"   0,34";"   0,17";"201601";"22/01/2017 02:12:03"
"CEMIG SAÚDE (417505)";"Médico Hospitalar";"Médio";"228";"119";"   0,16";"   1,17";"   1,17";"   0,83";"   1,00";"   0,83";"   0,82";"   0,49";"   0,49";"   0,49";"   0,33";"   0,16";"201601";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA (416568)";"Médico Hospitalar";"Médio";"229";"227";"   0,13";"0,00";"   0,13";"   0,13";"   0,13";"0,00";"0,00";"   0,13";"   0,13";"   0,13";"0,00";"   0,13";"201601";"22/01/2017 02:12:03"
"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA (345091)";"Médico Hospitalar";"Médio";"230";"227";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,38";"   0,38";"   0,38";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO  (357715)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO (324523)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"PLAMER PLANO MEDICO RESENDE LTDA (324299)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"HOSPITAL S.P. LTDA. (363189)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060)";"Médico Hospitalar";"Pequeno";"203";"168";"0,00";"   0,53";"   1,06";"   1,05";"   1,04";"   0,52";"   1,05";"   1,06";"   1,08";"   0,55";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"SANTA CASA DE MISERICORDIA DE BARRA MANSA (338214)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261)";"Médico Hospitalar";"Pequeno";"203";"126";"0,00";"   1,19";"   2,37";"   2,39";"   1,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"   1,61";"   1,64";"   1,65";"   0,82";"   1,65";"   1,64";"   0,82";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP (330281)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"   2,41";"   2,40";"   2,40";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149)";"Médico Hospitalar";"Pequeno";"203";"114";"0,00";"   1,44";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,67";"   0,68";"   0,68";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND (413518)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"UNIMED JOAÇABA COOPERATIVA DE TRABALHO MÉDICO (301744)";"Médico Hospitalar";"Pequeno";"203";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201601";"22/01/2017 02:12:03"
"DENTAL UNI - COOPERATIVA ODONTOLÓGICA (304484)";"Odontológica";"Grande";"9";"7";"   0,08";"   0,23";"   0,19";"   0,17";"   0,13";"   0,11";"   0,11";"   0,15";"   0,13";"   0,09";"   0,08";"   0,09";"201602";"22/01/2017 02:12:03"
"METLIFE PLANOS ODONTOLÓGICOS LTDA. (406481)";"Odontológica";"Grande";"10";"8";"   0,08";"   0,20";"   0,21";"   0,11";"   0,12";"   0,08";"   0,05";"   0,06";"   0,09";"   0,06";"   0,08";"   0,11";"201602";"22/01/2017 02:12:03"
"BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419)";"Odontológica";"Grande";"11";"14";"   0,06";"   0,05";"   0,08";"   0,09";"   0,12";"   0,09";"   0,06";"   0,03";"0,00";"   0,06";"   0,06";"   0,06";"201602";"22/01/2017 02:12:03"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"12";"15";"   0,06";"0,00";"   0,03";"   0,03";"   0,06";"   0,03";"   0,06";"   0,06";"   0,07";"   0,03";"   0,06";"   0,06";"201602";"22/01/2017 02:12:03"
"SÃO FRANCISCO ODONTOLOGIA LIMITADA (365319)";"Odontológica";"Grande";"13";"15";"   0,04";"0,00";"0,00";"   0,08";"   0,08";"   0,08";"   0,04";"   0,09";"   0,13";"   0,09";"   0,04";"   0,04";"201602";"22/01/2017 02:12:03"
"BELO DENTE ODONTOLOGIA LTDA. (351563)";"Odontológica";"Grande";"14";"10";"   0,04";"   0,11";"   0,18";"   0,18";"   0,15";"   0,11";"   0,07";"   0,07";"   0,07";"   0,07";"   0,04";"0,00";"201602";"22/01/2017 02:12:03"
"INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA ODONTOLÓGICA LTDA (389358)";"Odontológica";"Grande";"15";"9";"   0,03";"   0,14";"   0,17";"   0,11";"   0,12";"   0,12";"   0,15";"   0,12";"   0,06";"   0,03";"   0,03";"   0,06";"201602";"22/01/2017 02:12:03"
"UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS (358436)";"Odontológica";"Grande";"16";"11";"0,00";"   0,10";"   0,10";"   0,11";"0,00";"   0,11";"   0,11";"   0,16";"   0,05";"   0,05";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751)";"Odontológica";"Grande";"16";"15";"0,00";"0,00";"   0,07";"   0,07";"   0,07";"   0,07";"   0,27";"   0,28";"   0,21";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230)";"Odontológica";"Médio";"1";"10";"   0,98";"   0,27";"   0,27";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,25";"   0,25";"   0,98";"   0,72";"201602";"22/01/2017 02:12:03"
"ODONTOGROUP SISTEMA DE SAÚDE LTDA. (389854)";"Odontológica";"Médio";"2";"1";"   0,58";"   0,90";"   1,10";"   0,74";"   0,38";"   0,19";"   0,20";"   0,40";"   0,40";"   0,79";"   0,58";"   0,58";"201602";"22/01/2017 02:12:03"
"CENTRO DE ESTUDOS E DIAGNÓSTICO ODONTOLÓGICO LTDA - CEDOM (349291)";"Odontológica";"Médio";"3";"15";"   0,50";"0,00";"0,00";"0,00";"0,00";"   3,96";"   2,07";"   1,37";"0,00";"   0,50";"   0,50";"   0,49";"201602";"22/01/2017 02:12:03"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458)";"Odontológica";"Médio";"4";"2";"   0,45";"   0,86";"   0,86";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,45";"   0,45";"201602";"22/01/2017 02:12:03"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Médio";"5";"15";"   0,44";"   0,21";"   0,33";"   0,23";"   0,23";"   0,22";"   0,11";"   0,35";"   0,48";"   0,57";"   0,44";"   0,31";"201602";"22/01/2017 02:12:03"
"FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA (415626)";"Odontológica";"Médio";"6";"24";"   0,42";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,21";"   0,20";"   0,41";"   0,21";"   0,42";"   0,21";"201602";"22/01/2017 02:12:03"
"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149)";"Médico Hospitalar";"Pequeno";"185";"114";"0,00";"   1,44";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,67";"   0,68";"   0,68";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"W.S. - ADMINISTRADORA DE PLANOS DE SAÚDE LTDA (339750)";"Médico Hospitalar";"Pequeno";"185";"23";"0,00";"  10,76";"  10,87";"0,00";"0,00";"  11,61";"  11,87";"  18,25";"   6,15";"   6,13";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729)";"Médico Hospitalar";"Pequeno";"185";"153";"0,00";"   0,66";"   0,65";"   0,67";"   0,67";"0,00";"0,00";"   0,70";"   0,67";"   0,65";"0,00";"   1,19";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ (419591)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA (343722)";"Médico Hospitalar";"Pequeno";"185";"64";"0,00";"   3,77";"   3,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"185";"88";"0,00";"   2,22";"   2,24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS (410365)";"Médico Hospitalar";"Pequeno";"148";"56";"   1,07";"   4,50";"   3,36";"   4,48";"   3,34";"   2,22";"   2,21";"   3,29";"   4,35";"   2,16";"   1,07";"0,00";"201602";"22/01/2017 02:12:03"
"FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV (307751)";"Médico Hospitalar";"Pequeno";"149";"171";"   1,07";"0,00";"   1,04";"   1,05";"   1,06";"0,00";"   1,06";"   1,06";"   1,06";"   1,07";"   1,07";"   1,07";"201602";"22/01/2017 02:12:03"
"ABERTTA SAÚDE - ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL (314668)";"Médico Hospitalar";"Pequeno";"150";"171";"   1,06";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,53";"   1,06";"   1,58";"201602";"22/01/2017 02:12:03"
"CEMIL CENTRO MEDICO DE ITU LTDA. (300012)";"Médico Hospitalar";"Pequeno";"151";"171";"   1,01";"0,00";"0,00";"   1,04";"   1,05";"   1,04";"0,00";"0,00";"0,00";"   1,01";"   1,01";"   2,03";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA (419150)";"Médico Hospitalar";"Pequeno";"152";"166";"   1,00";"   0,55";"   1,65";"   3,78";"   3,71";"   2,59";"   0,51";"   1,02";"   1,01";"   1,00";"   1,00";"   2,50";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL (412635)";"Médico Hospitalar";"Pequeno";"153";"171";"   1,00";"0,00";"0,00";"   1,00";"   1,00";"   0,99";"0,00";"0,00";"   1,00";"   1,00";"   1,00";"0,00";"201602";"22/01/2017 02:12:03"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"154";"171";"   0,98";"0,00";"0,00";"   0,83";"   1,83";"   2,01";"   1,00";"0,00";"   0,99";"   0,99";"   0,98";"   0,98";"201602";"22/01/2017 02:12:03"
"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO (328073)";"Médico Hospitalar";"Pequeno";"155";"171";"   0,98";"0,00";"   1,04";"   1,03";"   2,04";"   3,05";"   3,02";"   2,00";"   0,99";"   0,99";"   0,98";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"156";"140";"   0,95";"   0,89";"   0,90";"   0,92";"   0,93";"   0,93";"   1,88";"   0,95";"   0,95";"0,00";"   0,95";"   0,94";"201602";"22/01/2017 02:12:03"
"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975)";"Médico Hospitalar";"Pequeno";"157";"171";"   0,93";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,91";"   0,91";"   1,83";"   0,93";"   0,94";"201602";"22/01/2017 02:12:03"
"CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA (410624)";"Médico Hospitalar";"Pequeno";"158";"103";"   0,92";"   1,75";"   0,87";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,90";"   0,91";"   0,92";"0,00";"201602";"22/01/2017 02:12:03"
"CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC (327557)";"Médico Hospitalar";"Pequeno";"159";"171";"   0,91";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,91";"   0,91";"201602";"22/01/2017 02:12:03"
"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648)";"Médico Hospitalar";"Pequeno";"160";"171";"   0,90";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,90";"   0,90";"   1,81";"201602";"22/01/2017 02:12:03"
"UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO  (354627)";"Médico Hospitalar";"Pequeno";"161";"142";"   0,90";"   0,86";"   1,73";"   0,87";"   0,88";"0,00";"0,00";"0,00";"   0,90";"   0,90";"   0,90";"0,00";"201602";"22/01/2017 02:12:03"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"162";"47";"   0,88";"   5,28";"   7,04";"   8,81";"  12,34";"  10,58";"   7,05";"   5,29";"   5,29";"   4,41";"   0,88";"   0,88";"201602";"22/01/2017 02:12:03"
"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414)";"Médico Hospitalar";"Pequeno";"163";"171";"   0,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,85";"   0,85";"   0,85";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO SAÚDE SÃO JOSÉ (418919)";"Médico Hospitalar";"Pequeno";"164";"171";"   0,82";"0,00";"0,00";"   0,86";"   0,86";"   0,87";"0,00";"   0,83";"   0,81";"   0,81";"   0,82";"   0,82";"201602";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754)";"Médico Hospitalar";"Pequeno";"165";"144";"   0,79";"   0,79";"   0,79";"0,00";"   1,59";"   1,59";"   1,58";"0,00";"   0,79";"   0,79";"   0,79";"0,00";"201602";"22/01/2017 02:12:03"
"SULMED - ASSISTÊNCIA MÉDICA LTDA (338346)";"Médico Hospitalar";"Pequeno";"166";"171";"   0,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,55";"   1,54";"   1,53";"   0,76";"   0,76";"201602";"22/01/2017 02:12:03"
"CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA  (413291)";"Médico Hospitalar";"Pequeno";"167";"171";"   0,75";"0,00";"0,00";"   0,82";"   0,80";"   0,79";"   0,78";"   0,78";"   0,77";"0,00";"   0,75";"   0,73";"201602";"22/01/2017 02:12:03"
"UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015)";"Médico Hospitalar";"Pequeno";"185";"101";"0,00";"   1,86";"   3,69";"   3,68";"   1,84";"   1,86";"   1,89";"   1,92";"0,00";"0,00";"0,00";"   1,97";"201602";"22/01/2017 02:12:03"
"CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ (408034)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684)";"Médico Hospitalar";"Pequeno";"185";"84";"0,00";"   2,49";"   2,49";"   0,83";"   0,83";"   0,83";"   0,83";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"HOSPITAL DE CATAGUASES (400319)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO (313475)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC (412295)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,06";"   2,05";"   2,05";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO PRÓ-SAÚDE (333328)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"PONTUAL SAÚDE ASSISTÊNCIA MÉDICA LTDA (413411)";"Médico Hospitalar";"Pequeno";"185";"";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO PORTUGUESA BENEFICENTE VASCO DA GAMA (346292)";"Médico Hospitalar";"Pequeno";"185";"5";"0,00";"  42,82";"  21,12";"  13,82";"  13,59";"   6,69";"  19,85";"  26,18";"  26,13";"  13,15";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIAÇÃO POLICIAL MILITAR DE ASSISTËNCIA A SAÚDE (407097)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"   8,55";"   8,54";"   8,55";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"ASSOCIACAO DE SAUDE HOLAMBRA (360783)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"UNIMED SANTOS DUMONT SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (362620)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"   2,64";"   2,62";"   2,60";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
"VIDA EMPRESARIAL OPERADORA DE PLANOS DE SAUDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL (406210)";"Médico Hospitalar";"Pequeno";"185";"1";"0,00";" 211,27";" 211,27";" 211,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"  13,12";"201602";"22/01/2017 02:12:03"
"PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281)";"Médico Hospitalar";"Pequeno";"185";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201602";"22/01/2017 02:12:03"
